Country,Job,Job Title,Company,company link,Location,Publish Time,link
Saudi Arabia,Data Analyst,SQL & Oracle DB Engineer,DXC Technology,https://www.linkedin.com/company/dxctechnology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Saudi Arabia",1 day ago,https://sa.linkedin.com/jobs/view/sql-oracle-db-engineer-at-dxc-technology-4299108834?position=35&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=PmBEERRWLV0Bq0PVa5zr0Q%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Layla, Riyadh, Saudi Arabia",3 days ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4250407964?position=36&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=L%2FUeQMdGZr5l82TAl7X98A%3D%3D
Saudi Arabia,Data Analyst,Work from Home in Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jeddah, Makkah, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/work-from-home-in-saudi-arabia-at-telus-digital-4263251936?position=37&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=8Okug0hmlJvRr%2BNbA3kBEg%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Afif, Riyadh, Saudi Arabia",3 weeks ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4234868174?position=38&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=A7zQBvR0nOfJoNqSrob1VA%3D%3D
Saudi Arabia,Data Analyst,Senior Analyst - Healthcare Analytics,McKinsey & Company,https://www.linkedin.com/company/mckinsey?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,https://sa.linkedin.com/jobs/view/senior-analyst-healthcare-analytics-at-mckinsey-company-4244564806?position=39&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=aQbhVRaVrnC39lfXdJvL1g%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Olaya, Riyadh, Saudi Arabia",1 week ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4263991323?position=40&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=zAF6UC5GmpX%2FyrcmNpnNbw%3D%3D
Saudi Arabia,Data Analyst,Senior Data Analyst - Finance,Tamara,https://sa.linkedin.com/company/tamara?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",2 weeks ago,https://sa.linkedin.com/jobs/view/senior-data-analyst-finance-at-tamara-4292379613?position=41&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=gF3CeRk0MDBmShWjvh5tjg%3D%3D
Saudi Arabia,Data Analyst,Analyst II Data Engineering,DXC Technology,https://www.linkedin.com/company/dxctechnology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Riyadh, Riyadh, Saudi Arabia",22 hours ago,https://sa.linkedin.com/jobs/view/analyst-ii-data-engineering-at-dxc-technology-4299485864?position=42&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=248QlqfNFOz7jZ0MnIS6nA%3D%3D
Saudi Arabia,Data Analyst,Work from Home Saudi Arabia,TELUS Digital,https://ca.linkedin.com/company/telus-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Khaybar, Al Madinah, Saudi Arabia",3 weeks ago,https://sa.linkedin.com/jobs/view/work-from-home-saudi-arabia-at-telus-digital-4274105857?position=43&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=Lvn3gKOKF2DFvz5UqFsoWA%3D%3D
Saudi Arabia,Data Analyst,Data Engineer,Sutherland,https://www.linkedin.com/company/sutherland-global?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Khobar, Eastern, Saudi Arabia",3 days ago,https://sa.linkedin.com/jobs/view/data-engineer-at-sutherland-4297954932?position=44&pageNum=0&refId=ZmLE6whTQU8K80x3EcrN0Q%3D%3D&trackingId=PpS5BcdQF97xklwrVtFrug%3D%3D
